sample_id,batch_number,barcode,product_name,product_category,manufacturer_name,manufacturer_address,net_quantity,unit_of_measurement,mrp_declaration,mrp_value_inr,unit_sale_price,packing_date,consumer_care_phone,consumer_care_email,country_of_origin,label_readability,compliance_status,compliance_score,risk_tier,violation_count,violated_rules,violation_descriptions
LM-GEN-00360,BN4524,8907428673609,,Snacks & Bakery,Prime Industries Ltd.,"Survey 45/A, Vatva GIDC, Ahmedabad, Gujarat - 382445",70g,g,MRP Rs. 450 (Incl. of all taxes),450,,,,,Manufactured in India,MODERATE,NON_COMPLIANT,37,CRITICAL,4,LM-PC-006; LM-PC-007; LM-PC-001; LM-PC-009,Month and year of manufacture / packing not declared | Consumer care helpline and email not provided | Missing product/commodity name on label | Unit Sale Price (USP) not declared
LM-GEN-00361,BN3428,8903164763464,Shampoo,Personal Care,Royal Produce Pvt. Ltd.,"NH-44 Bypass Road, Hyderabad, Telangana - 500072",200ml,ml,MRP Rs. 750 (Incl. of all taxes),750,Rs. 3.75 per ml,01/2023,1800-572-3344,grievance@goods.in,India,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00362,BN1195,8904379200912,Paneer,Dairy,,"Plot No. 14, MIDC Industrial Area, Pune, Maharashtra - 411026",100Ltr,Ltr,MRP Rs. 15 (Incl. of all taxes),15,Rs. 0.15 per g,,1800-572-3344,grievance@goods.in,Bharat,GOOD,NON_COMPLIANT,45,HIGH,3,LM-PC-002; LM-PC-006; LM-PC-004,Manufacturer/packer name not declared | Month and year of manufacture / packing not declared | Non-standard unit 'Ltr' used (must be SI: g/kg/ml/l/N/m)
LM-GEN-00363,BN9593,8904161482156,Red Chilli Powder,Spices,Apex Consumer Products,"No. 7, 3rd Cross, Peenya Industrial Area, Bengaluru, Karnataka - 560058",200g,g,MRP Rs. 250 (Incl. of all taxes),250,,10/2023,1800-890-0011,help@business.co.in,India,GOOD,NON_COMPLIANT,92,LOW,1,LM-PC-009,Unit Sale Price (USP) not declared
LM-GEN-00364,BN2039,8905991854478,Toilet Cleaner,Household,National Packaged Goods Ltd.,"B-12, Okhla Industrial Phase II, New Delhi - 110020",500ml,ml,MRP Rs. 15 (Incl. of all taxes),15,Rs. 0.03 per ml,12/2023,1800-200-5678,care@brand.com,China,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00365,BN7512,8901493851086,Deodorant Spray,Personal Care,JR Manufacturing,"K-18, RIICO Industrial Area, Bhiwadi, Rajasthan - 301019",150ml,ml,MRP Rs. 180 (Incl. of all taxes),180,Rs. 1.2 per ml,10/2023,,,Bharat,MODERATE,NON_COMPLIANT,85,LOW,1,LM-PC-007,Consumer care helpline and email not provided
LM-GEN-00366,BN3106,8907768793849,Floor Cleaner,Household,Kerala Naturals Pvt. Ltd.,"SY 22/3, Edapally, Kochi, Kerala - 682024",2l,l,MRP Rs. 120 (Incl. of all taxes),120,Rs. 60.0 per l,12/2022,1800-419-8900,consumer@product.in,Bharat,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00367,BN5529,8903372794437,Toothbrush,Edible Oil,Shree Ganesh Processors,"Near Water Tank, Sikar Road, Jaipur, Rajasthan - 302023",2N,N,MRP Rs. 750 (Incl. of all taxes),750,Rs. 375.0 per N,,1800-103-1234,support@company.in,India,GOOD,NON_COMPLIANT,85,LOW,1,LM-PC-006,Month and year of manufacture / packing not declared
LM-GEN-00368,BN8442,8901443888249,Coriander Powder,Health,Hindustan Consumer Goods,"Andheri East, MIDC, Mumbai, Maharashtra - 400093",100g,g,MRP Rs. 30 (Incl. of all taxes),30,Rs. 0.3 per g,,1800-890-0011,help@business.co.in,USA,GOOD,NON_COMPLIANT,85,LOW,1,LM-PC-006,Month and year of manufacture / packing not declared
LM-GEN-00369,BN5350,8903183162804,Lip Balm,Personal Care,Kerala Naturals Pvt. Ltd.,"SY 22/3, Edapally, Kochi, Kerala - 682024",4lts,lts,MRP Rs. 299 (Incl. of all taxes),299,,11/2022,1800-419-8900,consumer@product.in,India,GOOD,NON_COMPLIANT,67,MEDIUM,2,LM-PC-004; LM-PC-009,Non-standard unit 'lts' used (must be SI: g/kg/ml/l/N/m) | Unit Sale Price (USP) not declared
LM-GEN-00370,BN2529,8903103565508,Shampoo,Personal Care,GreenLeaf Agro Industries,"Survey No. 87, Rajkot Industrial Estate, Rajkot, Gujarat - 360002",400ml,ml,MRP Rs. 20 (Incl. of all taxes),20,Rs. 0.05 per ml,06/2023,1800-890-0011,help@business.co.in,India,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00371,BN7940,8901562387933,Tea Bags,Stationery,Bharat Organic Farms,"Village Narsingpur, Tehsil Harda, Madhya Pradesh - 461331",50gms,gms,MRP Rs. 450 (Incl. of all taxes),450,Rs. 9.0 per g,03/2024,1800-890-0011,help@business.co.in,Bharat,POOR,NON_COMPLIANT,75,MEDIUM,1,LM-PC-004,Non-standard unit 'gms' used (must be SI: g/kg/ml/l/N/m)
LM-GEN-00372,BN5704,8908469518228,,Beverages,Sunrise Foods Pvt. Ltd.,"Plot No. 14, MIDC Industrial Area, Pune, Maharashtra - 411026",500g,g,MRP Rs. 1499 (Incl. of all taxes),1499,Rs. 2.998 per g,10/2022,1800-572-3344,grievance@goods.in,India,MODERATE,NON_COMPLIANT,75,MEDIUM,1,LM-PC-001,Missing product/commodity name on label
LM-GEN-00373,BN8671,8901724377668,Paneer,Dairy,Sunrise Foods Pvt. Ltd.,"Plot No. 14, MIDC Industrial Area, Pune, Maharashtra - 411026",200g,g,MRP Rs. 25 (Incl. of all taxes),25,Rs. 0.125 per g,02/2024,1800-103-1234,support@company.in,Bharat,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00374,BN7465,8907653241355,Paneer,Dairy,Evergreen Manufacturing Co.,"Phase II, Industrial Zone, Ludhiana, Punjab - 141010",200grms,grms,MRP Rs. 650 (Incl. of all taxes),650,Rs. 3.25 per g,07/2023,1800-890-0011,help@business.co.in,India,MODERATE,NON_COMPLIANT,75,MEDIUM,1,LM-PC-004,Non-standard unit 'grms' used (must be SI: g/kg/ml/l/N/m)
LM-GEN-00375,BN5545,8905305224042,,Personal Care,Shree Ganesh Processors,"Near Water Tank, Sikar Road, Jaipur, Rajasthan - 302023",2N,N,MRP Rs. 299,299,Rs. 149.5 per N,06/2024,1800-890-0011,help@business.co.in,Made in India,MODERATE,NON_COMPLIANT,50,HIGH,2,LM-PC-001; LM-PC-005,Missing product/commodity name on label | MRP missing mandatory phrase 'inclusive of all taxes'
LM-GEN-00376,BN3297,8909226329368,Toothbrush,Beverages,Pushpak Packaging Pvt. Ltd.,"Industrial Area Phase 1, Chandigarh - 160002",1N,N,MRP Rs. 399 (Incl. of all taxes),399,,08/2024,011-23456789,contact@firm.co.in,India,MODERATE,NON_COMPLIANT,92,LOW,1,LM-PC-009,Unit Sale Price (USP) not declared
LM-GEN-00377,BN5328,8906665755942,Curd (Dahi),Agriculture,Evergreen Manufacturing Co.,"Phase II, Industrial Zone, Ludhiana, Punjab - 141010",800g,g,MRP Rs. 20,20,Rs. 0.025 per g,08/2023,1800-419-8900,consumer@product.in,India,GOOD,NON_COMPLIANT,75,MEDIUM,1,LM-PC-005,MRP missing mandatory phrase 'inclusive of all taxes'
LM-GEN-00378,BN9073,8901998132056,Lip Balm,Personal Care,MP Agro Industries,"Pologround Industrial Area, Indore, Madhya Pradesh - 452015",2g,g,MRP Rs. 120 (Incl. of all taxes),120,Rs. 60.0 per g,01/2023,1800-200-5678,care@brand.com,Bangladesh,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00379,BN1599,8902818440748,Lip Balm,Personal Care,JR Manufacturing,"K-18, RIICO Industrial Area, Bhiwadi, Rajasthan - 301019",8g,g,MRP Rs. 180,180,Rs. 22.5 per g,07/2023,,,Made in India,GOOD,NON_COMPLIANT,60,MEDIUM,2,LM-PC-007; LM-PC-005,Consumer care helpline and email not provided | MRP missing mandatory phrase 'inclusive of all taxes'
LM-GEN-00380,BN3565,8902740738189,Red Chilli Powder,Spices,Apex Consumer Products,"No. 7, 3rd Cross, Peenya Industrial Area, Bengaluru, Karnataka - 560058",200g,g,MRP Rs. 25 (Incl. of all taxes),25,,05/2023,,,India,MODERATE,NON_COMPLIANT,77,MEDIUM,2,LM-PC-007; LM-PC-009,Consumer care helpline and email not provided | Unit Sale Price (USP) not declared
LM-GEN-00381,BN9904,8909904144965,Garam Masala,Condiments,Agro Vision Industries,"Kumbargaon MIDC, Ahmednagar, Maharashtra - 414003",200g,g,MRP Rs. 450 (Incl. of all taxes),450,Rs. 2.25 per g,,1800-419-8900,consumer@product.in,India,GOOD,NON_COMPLIANT,85,LOW,1,LM-PC-006,Month and year of manufacture / packing not declared
LM-GEN-00382,BN5948,8903346062204,,Personal Care,Kerala Naturals Pvt. Ltd.,"SY 22/3, Edapally, Kochi, Kerala - 682024",100g,g,MRP Rs. 250,250,Rs. 2.5 per g,01/2024,1800-572-3344,grievance@goods.in,Manufactured in India,GOOD,NON_COMPLIANT,50,HIGH,2,LM-PC-001; LM-PC-005,Missing product/commodity name on label | MRP missing mandatory phrase 'inclusive of all taxes'
LM-GEN-00383,BN3511,8902144304371,Eraser,Stationery,,"SY 22/3, Edapally, Kochi, Kerala - 682024",10N,N,MRP Rs. 999 (Incl. of all taxes),999,Rs. 99.9 per N,09/2024,1800-200-5678,care@brand.com,,MODERATE,NON_COMPLIANT,70,MEDIUM,2,LM-PC-002; LM-PC-008,Manufacturer/packer name not declared | Country of Origin declaration missing
LM-GEN-00384,BN5658,8901197531247,Moisturizing Cream,Personal Care,GreenLeaf Agro Industries,Survey No. 87,100ml,ml,MRP Rs. 650 (Incl. of all taxes),650,Rs. 6.5 per ml,06/2023,,,Germany,GOOD,NON_COMPLIANT,70,MEDIUM,2,LM-PC-003; LM-PC-007,Incomplete address — PIN code / State missing | Consumer care helpline and email not provided
LM-GEN-00385,BN1215,8909899721950,,Personal Care,,SY 22/3,100g,g,MRP Rs. 9.5 (Incl. of all taxes),9.5,Rs. 0.095 per g,,1800-200-5678,care@brand.com,China,POOR,NON_COMPLIANT,30,CRITICAL,4,LM-PC-002; LM-PC-003; LM-PC-006; LM-PC-001,Manufacturer/packer name not declared | Incomplete address — PIN code / State missing | Month and year of manufacture / packing not declared | Missing product/commodity name on label
LM-GEN-00386,BN1252,8901246151497,Cumin Seeds,Spices,National Packaged Goods Ltd.,"B-12, Okhla Industrial Phase II, New Delhi - 110020",100g,g,MRP Rs. 250 (Incl. of all taxes),250,Rs. 0.5 per ml,09/2024,1800-103-1234,support@company.in,Manufactured in India,POOR,COMPLIANT,100,NONE,0,None,None
LM-GEN-00387,BN4710,8905343175342,Lip Balm,Personal Care,Hindustan Consumer Goods,"Andheri East, MIDC, Mumbai, Maharashtra - 400093",2g,g,MRP Rs. 350 (Incl. of all taxes),350,,10/2022,,,India,GOOD,NON_COMPLIANT,77,MEDIUM,2,LM-PC-007; LM-PC-009,Consumer care helpline and email not provided | Unit Sale Price (USP) not declared
LM-GEN-00388,BN8994,8903538089288,Air Freshener Spray,Household,Agro Vision Industries,"Kumbargaon MIDC, Ahmednagar, Maharashtra - 414003",400Liters,Liters,MRP Rs. 750 (Incl. of all taxes),750,,,1800-103-1234,support@company.in,India,POOR,NON_COMPLIANT,52,HIGH,3,LM-PC-004; LM-PC-006; LM-PC-009,Non-standard unit 'Liters' used (must be SI: g/kg/ml/l/N/m) | Month and year of manufacture / packing not declared | Unit Sale Price (USP) not declared
LM-GEN-00389,BN5764,8904234520561,Instant Coffee,Beverages,Bharat Organic Farms,"Village Narsingpur, Tehsil Harda, Madhya Pradesh - 461331",50g,g,MRP Rs. 450 (Incl. of all taxes),450,Rs. 9.0 per g,,011-23456789,contact@firm.co.in,Manufactured in India,GOOD,NON_COMPLIANT,85,LOW,1,LM-PC-006,Month and year of manufacture / packing not declared
LM-GEN-00390,BN7832,8903401562955,Air Freshener Spray,Household,TechPack Solutions,"EPIP Zone, Whitefield, Bengaluru, Karnataka - 560066",200ml,ml,MRP Rs. 20 (Incl. of all taxes),20,Rs. 0.2 per g,08/2023,011-23456789,contact@firm.co.in,India,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00391,BN8720,8903725666138,Pen (Ball Point),Stationery,GreenLeaf Agro Industries,"Survey No. 87, Rajkot Industrial Estate, Rajkot, Gujarat - 360002",10N,N,MRP Rs. 25 (Incl. of all taxes),25,Rs. 2.5 per N,01/2022,1800-123-7890,info@pack.in,India,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00392,BN7979,8905981922973,Tomato Ketchup,Condiments,Royal Produce Pvt. Ltd.,"NH-44 Bypass Road, Hyderabad, Telangana - 500072",1000g,g,MRP Rs. 1199 (Incl. of all taxes),1199,Rs. 1.199 per g,,1800-123-7890,info@pack.in,Germany,POOR,NON_COMPLIANT,77,MEDIUM,2,LM-PC-010; LM-PC-006,Label text readability below minimum statutory requirement (Rule 7) | Month and year of manufacture / packing not declared
LM-GEN-00393,BN1154,8908077170640,Bathing Soap,Personal Care,Royal Produce Pvt. Ltd.,"NH-44 Bypass Road, Hyderabad, Telangana - 500072",125g,g,MRP Rs. 200 (Incl. of all taxes),200,Rs. 4.0 per g,07/2022,1800-572-3344,grievance@goods.in,India,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00394,BN2930,8905656355758,Bathing Soap,Edible Oil,Sunrise Foods Pvt. Ltd.,"Plot No. 14, MIDC Industrial Area, Pune, Maharashtra - 411026",62.5g,g,MRP Rs. 9.5 (Incl. of all taxes),9.5,Rs. 0.152 per g,01/2023,1800-200-5678,care@brand.com,India,POOR,NON_COMPLIANT,92,LOW,1,LM-PC-010,Label text readability below minimum statutory requirement (Rule 7)
LM-GEN-00395,BN4486,8902471490636,Sunscreen Lotion,Personal Care,JR Manufacturing,"K-18, RIICO Industrial Area, Bhiwadi, Rajasthan - 301019",200ml,ml,MRP Rs. 180 (Incl. of all taxes),180,Rs. 0.9 per ml,09/2023,1800-123-7890,info@pack.in,Bharat,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00396,BN8187,8906294570089,Bathing Soap,Personal Care,Hindustan Consumer Goods,"Andheri East, MIDC, Mumbai, Maharashtra - 400093",125g,g,MRP Rs. 650 (Incl. of all taxes),650,,05/2023,1800-890-0011,help@business.co.in,Manufactured in India,MODERATE,NON_COMPLIANT,92,LOW,1,LM-PC-009,Unit Sale Price (USP) not declared
LM-GEN-00397,BN5474,8903099544087,Butter,Dairy,Evergreen Manufacturing Co.,Phase II,50g,g,MRP Rs. 35 (Incl. of all taxes),35,Rs. 0.7 per g,06/2024,,,India,POOR,NON_COMPLIANT,70,MEDIUM,2,LM-PC-003; LM-PC-007,Incomplete address — PIN code / State missing | Consumer care helpline and email not provided
LM-GEN-00398,BN8035,8903018807828,Toor Dal,Pulses,GreenLeaf Agro Industries,"Survey No. 87, Rajkot Industrial Estate, Rajkot, Gujarat - 360002",1kg,kg,MRP Rs. 850 (Incl. of all taxes),850,Rs. 17.0 per g,09/2023,011-23456789,contact@firm.co.in,China,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00399,BN4719,8902328353718,Tea Bags,Beverages,Prime Industries Ltd.,"Survey 45/A, Vatva GIDC, Ahmedabad, Gujarat - 382445",100g,g,MRP Rs. 180 (Incl. of all taxes),180,Rs. 1.8 per g,06/2024,1800-123-7890,info@pack.in,Bangladesh,POOR,COMPLIANT,100,NONE,0,None,None
LM-GEN-00400,BN5681,8909327028986,Refined Sunflower Oil,Edible Oil,Apex Consumer Products,"No. 7, 3rd Cross, Peenya Industrial Area, Bengaluru, Karnataka - 560058",1Kgs,Kgs,MRP Rs. 850 (Incl. of all taxes),850,,07/2024,1800-572-3344,grievance@goods.in,Bangladesh,POOR,NON_COMPLIANT,67,MEDIUM,2,LM-PC-004; LM-PC-009,Non-standard unit 'Kgs' used (must be SI: g/kg/ml/l/N/m) | Unit Sale Price (USP) not declared
LM-GEN-00401,BN3272,8902630125547,Mosquito Repellent Liquid,Staples,Bharat Organic Farms,Village Narsingpur,45ml,ml,MRP Rs. 450 (Incl. of all taxes),450,Rs. 10.0 per ml,04/2022,011-23456789,contact@firm.co.in,Made in India,GOOD,NON_COMPLIANT,85,LOW,1,LM-PC-003,Incomplete address — PIN code / State missing
LM-GEN-00402,BN6746,8908521510926,Fertilizer (NPK),Staples,Kerala Naturals Pvt. Ltd.,"SY 22/3, Edapally, Kochi, Kerala - 682024",2grms,grms,MRP Rs. 399 (Incl. of all taxes),399,Rs. 199.5 per kg,12/2022,1800-419-8900,consumer@product.in,USA,POOR,NON_COMPLIANT,75,MEDIUM,1,LM-PC-004,Non-standard unit 'grms' used (must be SI: g/kg/ml/l/N/m)
LM-GEN-00403,BN6759,8904209117998,Glass Cleaner,Snacks & Bakery,Pushpak Packaging Pvt. Ltd.,"Industrial Area Phase 1, Chandigarh - 160002",250gms,gms,MRP Rs. 299 (Incl. of all taxes),299,Rs. 1.196 per ml,05/2023,1800-103-1234,support@company.in,Bharat,GOOD,NON_COMPLIANT,75,MEDIUM,1,LM-PC-004,Non-standard unit 'gms' used (must be SI: g/kg/ml/l/N/m)
LM-GEN-00404,BN3574,8906009544739,Extra Virgin Olive Oil,Edible Oil,Bharat Organic Farms,Village Narsingpur,250ml,ml,MRP Rs. 399 (Incl. of all taxes),399,Rs. 1.596 per ml,03/2023,,,Manufactured in India,MODERATE,NON_COMPLIANT,70,MEDIUM,2,LM-PC-003; LM-PC-007,Incomplete address — PIN code / State missing | Consumer care helpline and email not provided
LM-GEN-00405,BN1344,8908087924576,Eraser,Edible Oil,Pushpak Packaging Pvt. Ltd.,Industrial Area Phase 1,20N,N,MRP Rs. 180 (Incl. of all taxes),180,Rs. 9.0 per N,03/2022,011-23456789,contact@firm.co.in,Germany,GOOD,NON_COMPLIANT,85,LOW,1,LM-PC-003,Incomplete address — PIN code / State missing
LM-GEN-00406,BN4375,8905331964959,Dish Wash Bar,Household,Star FMCG Corporation,"Sector 63, NOIDA, Uttar Pradesh - 201301",250g,g,MRP Rs. 75 (Incl. of all taxes),75,Rs. 0.3 per g,08/2023,1800-419-8900,consumer@product.in,Manufactured in India,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00407,BN3844,8908423164860,,Personal Care,,"Village Narsingpur, Tehsil Harda, Madhya Pradesh - 461331",150ml,ml,MRP Rs. 25 (Incl. of all taxes),25,Rs. 0.1667 per ml,08/2022,1800-123-7890,info@pack.in,China,GOOD,NON_COMPLIANT,60,MEDIUM,2,LM-PC-001; LM-PC-002,Missing product/commodity name on label | Manufacturer/packer name not declared
LM-GEN-00408,BN1194,8907323408801,Coriander Powder,Spices,Odisha Produce Ltd.,"Chandaka Industrial Estate, Bhubaneswar, Odisha - 751024",100g,g,MRP Rs. 30 (Incl. of all taxes),30,Rs. 0.3 per g,05/2022,011-23456789,contact@firm.co.in,Bharat,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00409,BN2924,8901918552452,Body Lotion,Personal Care,Prime Industries Ltd.,"Survey 45/A, Vatva GIDC, Ahmedabad, Gujarat - 382445",400ml,ml,MRP Rs. 1199,1199,Rs. 2.9975 per ml,,,,,GOOD,NON_COMPLIANT,30,CRITICAL,4,LM-PC-005; LM-PC-007; LM-PC-006; LM-PC-008,MRP missing mandatory phrase 'inclusive of all taxes' | Consumer care helpline and email not provided | Month and year of manufacture / packing not declared | Country of Origin declaration missing
LM-GEN-00410,BN9927,8909177938155,Fabric Softener,Personal Care,Sunrise Foods Pvt. Ltd.,"Plot No. 14, MIDC Industrial Area, Pune, Maharashtra - 411026",500ml,ml,MRP Rs. 150 (Incl. of all taxes),150,,09/2022,011-23456789,contact@firm.co.in,Manufactured in India,GOOD,NON_COMPLIANT,92,LOW,1,LM-PC-009,Unit Sale Price (USP) not declared
LM-GEN-00411,BN7303,8905670901185,,Personal Care,Apex Consumer Products,"No. 7, 3rd Cross, Peenya Industrial Area, Bengaluru, Karnataka - 560058",350ml,ml,MRP Rs. 350 (Incl. of all taxes),350,Rs. 1.0 per ml,08/2023,011-23456789,contact@firm.co.in,India,POOR,NON_COMPLIANT,75,MEDIUM,1,LM-PC-001,Missing product/commodity name on label
LM-GEN-00412,BN9381,8902549776701,Rock Salt,Staples,Pushpak Packaging Pvt. Ltd.,"Industrial Area Phase 1, Chandigarh - 160002",1000g,g,MRP Rs. 550 (Incl. of all taxes),550,Rs. 0.55 per g,03/2022,1800-200-5678,care@brand.com,China,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00413,BN3851,8906434688532,Lip Balm,Personal Care,Bharat Organic Farms,"Village Narsingpur, Tehsil Harda, Madhya Pradesh - 461331",8g,g,MRP Rs. 850 (Incl. of all taxes),850,Rs. 106.25 per g,02/2024,1800-890-0011,help@business.co.in,India,POOR,COMPLIANT,100,NONE,0,None,None
LM-GEN-00414,BN8263,8909358051497,Toothpaste,Personal Care,Hindustan Consumer Goods,"Andheri East, MIDC, Mumbai, Maharashtra - 400093",100g,g,MRP Rs. 20 (Incl. of all taxes),20,Rs. 0.2 per g,05/2022,1800-103-1234,support@company.in,China,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00415,BN2911,8906252061148,Chana Dal,Pulses,Bengal Foods International,"Park Circus, Kolkata, West Bengal - 700017",500g,g,MRP Rs. 120 (Incl. of all taxes),120,Rs. 0.24 per g,07/2024,1800-103-1234,support@company.in,India,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00416,BN6435,8905175779953,Dish Wash Bar,Household,JR Manufacturing,"K-18, RIICO Industrial Area, Bhiwadi, Rajasthan - 301019",250g,g,MRP Rs. 99 (Incl. of all taxes),99,Rs. 49.5 per l,08/2022,1800-419-8900,consumer@product.in,India,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00417,BN8021,8904377023372,,Personal Care,,"Andheri East, MIDC, Mumbai, Maharashtra - 400093",75ml,ml,MRP Rs. 75 (Incl. of all taxes),75,Rs. 1.0 per ml,,,,Bharat,GOOD,NON_COMPLIANT,30,CRITICAL,4,LM-PC-001; LM-PC-002; LM-PC-006; LM-PC-007,Missing product/commodity name on label | Manufacturer/packer name not declared | Month and year of manufacture / packing not declared | Consumer care helpline and email not provided
LM-GEN-00418,BN3768,8907548628641,Lip Balm,Household,,"Near Water Tank, Sikar Road, Jaipur, Rajasthan - 302023",2g,g,MRP Rs. 99 (Incl. of all taxes),99,Rs. 49.5 per g,02/2024,1800-103-1234,support@company.in,India,GOOD,NON_COMPLIANT,85,LOW,1,LM-PC-002,Manufacturer/packer name not declared
LM-GEN-00419,BN8226,8901969986510,Toor Dal,Pulses,Kerala Naturals Pvt. Ltd.,"SY 22/3, Edapally, Kochi, Kerala - 682024",0.5kg,kg,MRP Rs. 200 (Incl. of all taxes),200,Rs. 400.0 per kg,06/2024,1800-890-0011,help@business.co.in,Germany,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00420,BN9212,8909262366142,Instant Coffee,Beverages,TechPack Solutions,"EPIP Zone, Whitefield, Bengaluru, Karnataka - 560066",50g,g,MRP Rs. 750 (Incl. of all taxes),750,Rs. 15.0 per g,01/2023,1800-890-0011,help@business.co.in,Manufactured in India,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00421,BN4037,8909581086200,Curd (Dahi),Dairy,GreenLeaf Agro Industries,"Survey No. 87, Rajkot Industrial Estate, Rajkot, Gujarat - 360002",400g,g,MRP Rs. 999,999,,09/2023,1800-103-1234,support@company.in,,POOR,NON_COMPLIANT,44,HIGH,4,LM-PC-005; LM-PC-008; LM-PC-009; LM-PC-010,MRP missing mandatory phrase 'inclusive of all taxes' | Country of Origin declaration missing | Unit Sale Price (USP) not declared | Label text readability below minimum statutory requirement (Rule 7)
LM-GEN-00422,BN1475,8902291274085,,Agriculture,Bharat Organic Farms,"Village Narsingpur, Tehsil Harda, Madhya Pradesh - 461331",250g,g,MRP Rs. 450 (Incl. of all taxes),450,Rs. 1.8 per g,09/2024,1800-890-0011,help@business.co.in,USA,MODERATE,NON_COMPLIANT,75,MEDIUM,1,LM-PC-001,Missing product/commodity name on label
LM-GEN-00423,BN1580,8902918091201,,Personal Care,Evergreen Manufacturing Co.,"Phase II, Industrial Zone, Ludhiana, Punjab - 141010",400g,g,MRP Rs. 120 (Incl. of all taxes),120,Rs. 0.3 per g,04/2024,011-23456789,contact@firm.co.in,Bharat,POOR,NON_COMPLIANT,67,MEDIUM,2,LM-PC-001; LM-PC-010,Missing product/commodity name on label | Label text readability below minimum statutory requirement (Rule 7)
LM-GEN-00424,BN2716,8904139616669,Red Chilli Powder,Spices,Disha Exports & Imports,"No. 34, Anna Salai, Chennai, Tamil Nadu - 600002",100g,g,MRP Rs. 750 (Incl. of all taxes),750,Rs. 7.5 per g,08/2024,011-23456789,contact@firm.co.in,India,POOR,COMPLIANT,100,NONE,0,None,None
LM-GEN-00425,BN9584,8906360434623,Moisturizing Cream,Dairy,Star FMCG Corporation,"Sector 63, NOIDA, Uttar Pradesh - 201301",100ml,ml,MRP Rs. 850,850,Rs. 8.5 per ml,07/2023,1800-890-0011,help@business.co.in,USA,GOOD,NON_COMPLIANT,75,MEDIUM,1,LM-PC-005,MRP missing mandatory phrase 'inclusive of all taxes'
LM-GEN-00426,BN4969,8901135049570,Toor Dal,Dairy,Odisha Produce Ltd.,Chandaka Industrial Estate,1kg,kg,MRP Rs. 299 (Incl. of all taxes),299,Rs. 299.0 per kg,03/2022,1800-419-8900,consumer@product.in,India,MODERATE,NON_COMPLIANT,85,LOW,1,LM-PC-003,Incomplete address — PIN code / State missing
LM-GEN-00427,BN2696,8904921612218,Moisturizing Cream,Personal Care,Agro Vision Industries,"Kumbargaon MIDC, Ahmednagar, Maharashtra - 414003",200ml,ml,MRP Rs. 850 (Incl. of all taxes),850,Rs. 4.25 per ml,01/2023,1800-123-7890,info@pack.in,China,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00428,BN3703,8909303722553,Instant Noodles,Snacks & Bakery,Kerala Naturals Pvt. Ltd.,"SY 22/3, Edapally, Kochi, Kerala - 682024",70g,g,MRP Rs. 120 (Incl. of all taxes),120,Rs. 1.7143 per g,03/2024,1800-890-0011,help@business.co.in,India,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00429,BN2228,8907912545573,Sunscreen Lotion,Personal Care,Shree Ganesh Processors,"Near Water Tank, Sikar Road, Jaipur, Rajasthan - 302023",50ml,ml,MRP Rs. 9.5,9.5,Rs. 0.19 per ml,09/2022,,,India,POOR,NON_COMPLIANT,52,HIGH,3,LM-PC-005; LM-PC-007; LM-PC-010,MRP missing mandatory phrase 'inclusive of all taxes' | Consumer care helpline and email not provided | Label text readability below minimum statutory requirement (Rule 7)
LM-GEN-00430,BN8652,8901971722991,Pen (Ball Point),Stationery,Sunrise Foods Pvt. Ltd.,"Plot No. 14, MIDC Industrial Area, Pune, Maharashtra - 411026",5N,N,MRP Rs. 35 (Incl. of all taxes),35,,04/2023,,,India,MODERATE,NON_COMPLIANT,77,MEDIUM,2,LM-PC-007; LM-PC-009,Consumer care helpline and email not provided | Unit Sale Price (USP) not declared
LM-GEN-00431,BN7391,8906184453974,Shampoo,Personal Care,Royal Produce Pvt. Ltd.,"NH-44 Bypass Road, Hyderabad, Telangana - 500072",400ml,ml,MRP Rs. 180 (Incl. of all taxes),180,Rs. 0.45 per ml,08/2022,011-23456789,contact@firm.co.in,Made in India,POOR,COMPLIANT,100,NONE,0,None,None
